answer_en,question_en,context,context_data
"The witness from the Children of Israel is Abdullah ibn Salam, and he testified to a Quran like this, which is the confirmation in the Torah of the prophethood of Muhammad, peace be upon him, so he believed and acted according to what came in the Quran.","Consider this: if this (the Quran) indeed comes from Allah, and you still disbelieve in it, and a witness from the Children of Israel testifies to a similar miracle, would you then believe? And why do you become arrogant? Indeed, Allah does not guide the wrongdoing people. Who is the witness from the Children of Israel, and what did he testify to?","Quran Surah 46 Ayah 10:
Say: ‘Tell Me, If This (Qur’An) Is From Allah And You Deny It And A Witness From The Children Of Israel (Also) Bears Testimony To The Mention Of (The Revelation Of) Such A Book (In The Revealed Books Revealed Earlier), Then He Believes (In It As Well), But (Despite That) You Show Arrogance (Then What Will Be Your Fate?) Surely, Allah Does Not Guide The Wrongdoing People.’","[{""index"": 898, ""q_src_id"": 873, ""surah"": 46, ""ayah"": 10, ""ayah_en"": ""Say: \u2018Tell Me, If This (Qur\u2019An) Is From Allah And You Deny It And A Witness From The Children Of Israel (Also) Bears Testimony To The Mention Of (The Revelation Of) Such A Book (In The Revealed Books Revealed Earlier), Then He Believes (In It As Well), But (Despite That) You Show Arrogance (Then What Will Be Your Fate?) Surely, Allah Does Not Guide The Wrongdoing People.\u2019""}]"
"The duration of pregnancy and breastfeeding together is thirty months, and the full term of one's life span, strength, and intellect is forty years. We have directed the human being to treat his parents kindly. His mother carried him with hardship and gave birth to him with hardship. And the period of his bearing and weaning is thirty months. And when he reaches the age of maturity and reaches forty years, he says: 'My Lord, grant me the ability to be grateful for Your favor which You have bestowed upon me and upon my parents, and to do righteous deeds that please You, and to rectify my descendants. Indeed, I have turned to You in repentance, and indeed, I am of those who submit to You.' (Al-Ahqaf 15)","What is the total duration of pregnancy and breastfeeding? What is the age of the perfection of intellect, strength, and sight?","Quran Surah 46 Ayah 15:
And We Have Commanded Man To Be Benevolent Towards His Parents. His Mother Bears Him (In The Womb) With Pain And Gives Birth To Him With Pain. And Bearing Him (In The Womb) And Weaning Of Him (I.E., The Period Of Pregnancy And Feeding) Is (Spread Over) Thirty Months. Till, When He Attains To Manhood And Then Reaches (The Age Of) Forty Years, He Says: ‘O My Lord, Bestow On Me The Ability To Give You Thanks For The Favour Which You Have Done To Me And My Parents, And That I May Do Such Deeds As May Please You, And Endow Me And My Children With Virtue And Piety. Assuredly I Turn To You, And Certainly I Am Of Those Who Obey You In Submissiveness.’","[{""index"": 899, ""q_src_id"": 874, ""surah"": 46, ""ayah"": 15, ""ayah_en"": ""And We Have Commanded Man To Be Benevolent Towards His Parents. His Mother Bears Him (In The Womb) With Pain And Gives Birth To Him With Pain. And Bearing Him (In The Womb) And Weaning Of Him (I.E., The Period Of Pregnancy And Feeding) Is (Spread Over) Thirty Months. Till, When He Attains To Manhood And Then Reaches (The Age Of) Forty Years, He Says: \u2018O My Lord, Bestow On Me The Ability To Give You Thanks For The Favour Which You Have Done To Me And My Parents, And That I May Do Such Deeds As May Please You, And Endow Me And My Children With Virtue And Piety. Assuredly I Turn To You, And Certainly I Am Of Those Who Obey You In Submissiveness.\u2019""}]"
"Al-Ahqaf are the vast sand dunes in the south of the Arabian Peninsula, and they were inhabited by the people of Hud, peace be upon him, who were the tribe of Ad.",What are the Ahqaf?,"Quran Surah 46 Ayah 21:
And, (O Beloved,) Remember (Hud) The Kinship Brother Of The People Of ‘Ad, When He Warned His People (Of The Dire Consequences Of Their Evil Deeds) In Al-Ahqaf, (The Sand-Dunes [A Valley In Yemen, Between Oman And Mahra]) Although (A Number Of) Warners (I.E., Messengers) Had Passed Before And After Him, (Saying:) ‘Worship No One But Allah. I Fear For You The Punishment Of A (Terrible) Day.’","[{""index"": 900, ""q_src_id"": 875, ""surah"": 46, ""ayah"": 21, ""ayah_en"": ""And, (O Beloved,) Remember (Hud) The Kinship Brother Of The People Of \u2018Ad, When He Warned His People (Of The Dire Consequences Of Their Evil Deeds) In Al-Ahqaf, (The Sand-Dunes [A Valley In Yemen, Between Oman And Mahra]) Although (A Number Of) Warners (I.E., Messengers) Had Passed Before And After Him, (Saying:) \u2018Worship No One But Allah. I Fear For You The Punishment Of A (Terrible) Day.\u2019""}]"
Any of our actions.,What does 'tā'fikanā' (تأفِكَنَا) mean in Surah Al-Ahqaf (22)?,"Quran Surah 46 Ayah 22:
They Said: ‘Have You Come To Us To Turn Us Away From Our Gods? So Bring Us That (Torment) You Are Threatening Us With If You Are Of Those Who Speak The Truth.’","[{""index"": 901, ""q_src_id"": 876, ""surah"": 46, ""ayah"": 22, ""ayah_en"": ""They Said: \u2018Have You Come To Us To Turn Us Away From Our Gods? So Bring Us That (Torment) You Are Threatening Us With If You Are Of Those Who Speak The Truth.\u2019""}]"
"A wind in it is a painful, hurting, destructive torment that destroys everything it passes, sent for its destruction by the command of its Lord, and so they saw nothing in their land except their dwellings that they used to live in.",What is the punishment of the people of Hud?,"Quran Surah 46 Ayah 24:
So When They Saw That (Torment) Advancing On Their Valleys Like A Cloud, They Said: ‘This Is The Cloud That Is Going To Rain Upon Us.’ (Nay, Not That,) Rather This (Cloud) Is That (Torment) Which You Were Restlessly Seeking To Hasten. (This) Is The Storm In Which Is (Approaching) A Grievous Punishment.

Quran Surah 46 Ayah 25:
(That) Will Destroy Everything By The Command Of Its Lord. They Were (Destroyed) In Such A Way That Nothing Could Be Seen Except Their (Ruined) Houses. That Is How We Punish The Evildoers.","[{""index"": 902, ""q_src_id"": 877, ""surah"": 46, ""ayah"": 24, ""ayah_en"": ""So When They Saw That (Torment) Advancing On Their Valleys Like A Cloud, They Said: \u2018This Is The Cloud That Is Going To Rain Upon Us.\u2019 (Nay, Not That,) Rather This (Cloud) Is That (Torment) Which You Were Restlessly Seeking To Hasten. (This) Is The Storm In Which Is (Approaching) A Grievous Punishment.""}, {""index"": 902, ""q_src_id"": 877, ""surah"": 46, ""ayah"": 25, ""ayah_en"": ""(That) Will Destroy Everything By The Command Of Its Lord. They Were (Destroyed) In Such A Way That Nothing Could Be Seen Except Their (Ruined) Houses. That Is How We Punish The Evildoers.""}]"
"The speech is directed to the people of Mecca from the disbelievers, and the towns that God Almighty destroyed around Mecca are the towns of 'Ad and Thamud.","And indeed, We have destroyed what is around you of the towns. And We alternated the signs perhaps they would return. (27) Al-Ahqaf. To whom is the address in this verse? And what are the towns that Allah has destroyed?","Quran Surah 46 Ayah 27:
And, (O People Of Mecca,) Indeed We Destroyed Many A Town Around You, And Displayed Our Signs Time And Again So That They Might Turn (Back To Them From Disbelief).","[{""index"": 903, ""q_src_id"": 878, ""surah"": 46, ""ayah"": 27, ""ayah_en"": ""And, (O People Of Mecca,) Indeed We Destroyed Many A Town Around You, And Displayed Our Signs Time And Again So That They Might Turn (Back To Them From Disbelief).""}]"
"And remember, O Messenger, when We sent to you a group of jinn who listened to the Qur'an. When they came to you, and the Messenger of Allah, peace be upon him, was reciting, some of them said to others, 'Listen; let us listen to the Qur'an.' When the Messenger finished reciting the Qur'an, and it had been revealed and had an effect on them, they returned to their people, warning and admonishing them with the fear of Allah, saying, 'O our people, we have heard a scripture sent down after Moses, confirming what came before it of the books of Allah, which He sent down to His messengers, guiding to the truth and the right path.' They said, 'O our people, respond to the Messenger of Allah, Muhammad, to what he calls you to, and believe in him and work according to what he has brought to you, Allah will forgive you your sins and save you from a painful, severe punishment.' And whoever does not respond to the Messenger of Allah in what he calls to, Allah will not guide him on earth, and he will have no helpers to protect him from His punishment. Those are clearly astray from the truth.",What is the story of the people who listened to the Prophet Muhammad (peace be upon him) from the jinn?,"Quran Surah 46 Ayah 29:
And, When, (O Beloved,) We Diverted A Group Of Jinn To You, Listening To The Qur’An With Active Attention, (And) When They Came There (I.E., Before The Holy Presence Of The Messenger [Blessings And Peace Be Upon Him]), They Said (To One Another): ‘Keep Silent.’ And When (The Recitation) Was Over, They Went Back As Warners To Their People (I.E., The Callers To The Truth).

Quran Surah 46 Ayah 30:
They Said: ‘O Our People (O Community Of Jinn), Indeed We Have Heard Such A Book That Has Been Revealed After (The Torah Of) Musa (Moses. It) Confirms (The Books) That Came Before It, And Guides To The True (Din [Religion]) And The Straight Road.

Quran Surah 46 Ayah 31:
O Our People! Accept The Call Of The Caller (The Holy Prophet Muhammad [Blessings And Peace Be Upon Him]) To Allah And Believe In Him. Allah Will Then Forgive Your Sins And Save You From A Painful Punishment.

Quran Surah 46 Ayah 32:
And He Who Does Not Accept The Call Of The Caller (The Holy Prophet Muhammad [Blessings And Peace Be Upon Him]) To Allah Cannot Thwart Allah (By Running Away) On Earth. Nor Will There Be Any Helpers For Him Except Allah. It Is They Who Are In Open Error.’","[{""index"": 904, ""q_src_id"": 879, ""surah"": 46, ""ayah"": 29, ""ayah_en"": ""And, When, (O Beloved,) We Diverted A Group Of Jinn To You, Listening To The Qur\u2019An With Active Attention, (And) When They Came There (I.E., Before The Holy Presence Of The Messenger [Blessings And Peace Be Upon Him]), They Said (To One Another): \u2018Keep Silent.\u2019 And When (The Recitation) Was Over, They Went Back As Warners To Their People (I.E., The Callers To The Truth).""}, {""index"": 904, ""q_src_id"": 879, ""surah"": 46, ""ayah"": 30, ""ayah_en"": ""They Said: \u2018O Our People (O Community Of Jinn), Indeed We Have Heard Such A Book That Has Been Revealed After (The Torah Of) Musa (Moses. It) Confirms (The Books) That Came Before It, And Guides To The True (Din [Religion]) And The Straight Road.""}, {""index"": 904, ""q_src_id"": 879, ""surah"": 46, ""ayah"": 31, ""ayah_en"": ""O Our People! Accept The Call Of The Caller (The Holy Prophet Muhammad [Blessings And Peace Be Upon Him]) To Allah And Believe In Him. Allah Will Then Forgive Your Sins And Save You From A Painful Punishment.""}, {""index"": 904, ""q_src_id"": 879, ""surah"": 46, ""ayah"": 32, ""ayah_en"": ""And He Who Does Not Accept The Call Of The Caller (The Holy Prophet Muhammad [Blessings And Peace Be Upon Him]) To Allah Cannot Thwart Allah (By Running Away) On Earth. Nor Will There Be Any Helpers For Him Except Allah. It Is They Who Are In Open Error.\u2019""}]"
"Be patient, O Messenger, with the harm caused by your disbelieving people, as were patient the steadfast among the messengers before you - such as Noah, Abraham, Moses, Jesus, and you are among them. Do not hasten the punishment for your people; for when it comes, they will seem as if they stayed in the world for no more than an hour of the day. This is a reminder for them and for others. Only those who defy Allah's command and obedience will be destroyed by His punishment.","So be patient, as were the steadfast among the messengers, and do not hasten for them. On the Day they see what they are promised, it will seem to them that they have not remained [in this world] except for an hour of the day. But is there any that will perish except the wicked people? (Interpret the verse).","Quran Surah 46 Ayah 35:
(O Beloved!) So Be Steadfast As (Other) Messengers Were With Unwavering Determination, And Do Not Hasten (To Seek The Torment) For These (Deniers). The Day They Will See This (Punishment In The Hereafter) Which They Are Being Promised, (They Will Think) As Though They Did Not Stay (In The World) For More Than An Hour. (This Is But) The Communication Of The Message (From Allah). Those Other Than The Disobedient Will Not Be Destroyed.","[{""index"": 905, ""q_src_id"": 880, ""surah"": 46, ""ayah"": 35, ""ayah_en"": ""(O Beloved!) So Be Steadfast As (Other) Messengers Were With Unwavering Determination, And Do Not Hasten (To Seek The Torment) For These (Deniers). The Day They Will See This (Punishment In The Hereafter) Which They Are Being Promised, (They Will Think) As Though They Did Not Stay (In The World) For More Than An Hour. (This Is But) The Communication Of The Message (From Allah). Those Other Than The Disobedient Will Not Be Destroyed.""}]"
"If you encounter, O believers, those who disbelieve in the battlefields, then fight them, and strike off their heads until you have caused widespread slaughter among them, and bound their necks. Then, either show them favor by releasing them without ransom, or accept ransom from them, or let them go with a price. This is the commandment regarding the trial of the believers against the disbelievers and the conduct of the affairs between them. If Allah had willed, He could have given the believers victory over the disbelievers without fighting, but He has commanded this as a test for you and to establish His religion. As for those who are killed in the way of Allah, their works will not be in vain.","If you encounter those who disbelieve, strike their necks until you have caused widespread slaughter, then secure their bonds. Either they will be shown mercy afterwards or ransomed, until war has laid down its burdens. That is if Allah had willed, He could have taken vengeance on them, but He intends to test some of you by means of others. And those who are killed in the way of Allah, He will never let their deeds go to waste. Explain this verse, Muhammad.","Quran Surah 47 Ayah 4:
So When You Are To Fight (For The Elimination Of Militancy And Terrorism) Against The (Warring) Disbelievers (In The Battlefield), Strike Their Necks (Whilst Fighting Because They Slaughtered Harmless Human Lives And Destroyed Peace By Their Terrorist Activities) Till, When You Have Killed A Good Many Of Them (In The Battle), Then Tie (The Remaining Prisoners) Tightly. Thereafter, Either Set (Them) Free (Without Ransom) As A Favour Or (Free Them) For Ransom (I.E., Cost Of Freedom) Till The Warring (Hostile Army) Lays Down Its Weapons (I.E., Announces The Truce). That Is (The Command). And If Allah Had Willed, He Would Have Avenged Himself On Them (Without War). But (He Did Not Do So) In Order To Try Some Of You By Means Of Others. And As For Those Who Are Slain In The Way Of Allah, He Will Not At All Make Their Actions Fruitless.","[{""index"": 906, ""q_src_id"": 881, ""surah"": 47, ""ayah"": 4, ""ayah_en"": ""So When You Are To Fight (For The Elimination Of Militancy And Terrorism) Against The (Warring) Disbelievers (In The Battlefield), Strike Their Necks (Whilst Fighting Because They Slaughtered Harmless Human Lives And Destroyed Peace By Their Terrorist Activities) Till, When You Have Killed A Good Many Of Them (In The Battle), Then Tie (The Remaining Prisoners) Tightly. Thereafter, Either Set (Them) Free (Without Ransom) As A Favour Or (Free Them) For Ransom (I.E., Cost Of Freedom) Till The Warring (Hostile Army) Lays Down Its Weapons (I.E., Announces The Truce). That Is (The Command). And If Allah Had Willed, He Would Have Avenged Himself On Them (Without War). But (He Did Not Do So) In Order To Try Some Of You By Means Of Others. And As For Those Who Are Slain In The Way Of Allah, He Will Not At All Make Their Actions Fruitless.""}]"
"The condition is: victory for the sake of God's religion through jihad in His path, ruling by His book, obeying His commands, and avoiding His prohibitions. God will support you against your enemies and strengthen your feet in battle. O you who believe, if you support God, He will support you and strengthen your feet.",What is the condition for Allah's victory for the believers?,"Quran Surah 47 Ayah 7:
O Believers! If You Help (The Din [Religion] Of) Allah, He Will Help You And Will Make Your Feet Firm.","[{""index"": 907, ""q_src_id"": 882, ""surah"": 47, ""ayah"": 7, ""ayah_en"": ""O Believers! If You Help (The Din [Religion] Of) Allah, He Will Help You And Will Make Your Feet Firm.""}]"
"The likeness of Paradise which the righteous have been promised is that in it are rivers of water unaltered, rivers of milk the taste of which does not change, rivers of wine delicious to those who drink, and rivers of honey pure and clear. And in it there is every kind of fruit for them and the forgiveness of their Lord. That is the supreme triumph.",What are the rivers in Paradise?,"Quran Surah 47 Ayah 15:
A Feature Of The Paradise Which Is Promised To The Godfearing Is That Therein Are Streams Of (Such) Water As Will Never Putrefy (In Smell Or Colour), And (In It) Will Be Streams Of Milk Whose Taste And Flavour Will Never Change, And Streams Of (Such A Pure) Wine That Is An Absolute Delight For All Who Drink It And Streams Of Purified Honey; And (In It) Will Be Fruits Of Every Kind (For Them) And Forgiveness (Of Every Sort) From Their Lord. Can This (Pious Man) Be Like Those Who Are Permanent Residents Of Hell And Who Will Be Given Scalding Water To Drink Which Will Cut Their Gut Into Pieces?","[{""index"": 908, ""q_src_id"": 883, ""surah"": 47, ""ayah"": 15, ""ayah_en"": ""A Feature Of The Paradise Which Is Promised To The Godfearing Is That Therein Are Streams Of (Such) Water As Will Never Putrefy (In Smell Or Colour), And (In It) Will Be Streams Of Milk Whose Taste And Flavour Will Never Change, And Streams Of (Such A Pure) Wine That Is An Absolute Delight For All Who Drink It And Streams Of Purified Honey; And (In It) Will Be Fruits Of Every Kind (For Them) And Forgiveness (Of Every Sort) From Their Lord. Can This (Pious Man) Be Like Those Who Are Permanent Residents Of Hell And Who Will Be Given Scalding Water To Drink Which Will Cut Their Gut Into Pieces?""}]"
"Those who believe in Allah and His messenger say: 'Why hasn't a chapter been revealed from Allah commanding us to fight the disbelievers?' When a clear and comprehensive chapter is revealed, mentioning jihad, I see that those with doubt in their hearts about their faith and hypocrisy look at you, O Prophet, with a gaze veiled by fear of death. It is most fitting for these people with sickness in their hearts to obey Allah.","Why do those who believe say, 'Why hasn't a surah been sent down?' And when a surah that is precise and within which fighting is mentioned is revealed, you see those in whose hearts is disease looking at you with a look of one fainting to death. For them, it would have been better. Explain this verse, O Muhammad.","Quran Surah 47 Ayah 20:
And The Believers Say Why A Sura (Chapter) Is Not Revealed (About The Command Of Defensive Fighting). But When A Clear Sura Is Revealed And (Defensive) Fighting For The Cause Of Allah Is (Plainly) Mentioned In It, You See Those Who Have The Disease (Of Hypocrisy) In Their Hearts Looking At You Like Someone Who Is Fainting To Death. So, For Them Is Disaster.","[{""index"": 909, ""q_src_id"": 884, ""surah"": 47, ""ayah"": 20, ""ayah_en"": ""And The Believers Say Why A Sura (Chapter) Is Not Revealed (About The Command Of Defensive Fighting). But When A Clear Sura Is Revealed And (Defensive) Fighting For The Cause Of Allah Is (Plainly) Mentioned In It, You See Those Who Have The Disease (Of Hypocrisy) In Their Hearts Looking At You Like Someone Who Is Fainting To Death. So, For Them Is Disaster.""}]"
"Indeed, this worldly life is but a game and a delusion. But if you believe in Allah and His Messenger, and fear Allah by fulfilling His obligations and avoiding His prohibitions, He will reward you for your deeds. He does not ask you to give away all your wealth in charity, but only a portion of it. If He asks you for your wealth, He will press upon you and put you to hardship, and you will be stingy with it and turn away from giving it, and what is in your hearts will become apparent. O you who believe, you are invited to spend in the cause of Allah's war against His enemies and the defense of His religion. Among you are those who are stingy with spending in Allah's cause, and whoever is stingy, he is only stingy to his own detriment. Allah is the Rich, and you are the poor. If you turn away from faith in Allah and obedience to His command, He will destroy you and bring forth another people in your place who will not be like you in turning away from Allah's command, but they will obey Him and His Messenger and strive in His cause with their wealth and lives.",nan,"Quran Surah 47 Ayah 36:
Doubtlessly, The Life Of The World Is Nothing But Merely A Sport And Pastime. And If You Believe And Adopt Godwariness, He Will Pay You The Recompense (Of Your Deeds In Full), And Will Not Require Of You Your Wealth.

Quran Surah 47 Ayah 37:
If He Asks You For This Wealth And Puts You Under Scarcity For That, Then You Will Feel Constrained (At Heart And) Become Miserly. And In This Way, He Will Expose Your (Inner) Rust (Which Results From Worldly Pursuits).

Quran Surah 47 Ayah 38:
Remember! You Are Those Who Are Called To Spend In The Way Of Allah. Then There Are Some Of You Who Act Miserly. And Whoever Acts Miserly Does It Only Against Himself. And Allah Is Independent And You (All) Are Dependent. And If You Turn Away From The Command Of Allah, He Will Replace You With Another People Who Will Not Be Like You.","[{""index"": 910, ""q_src_id"": 885, ""surah"": 47, ""ayah"": 36, ""ayah_en"": ""Doubtlessly, The Life Of The World Is Nothing But Merely A Sport And Pastime. And If You Believe And Adopt Godwariness, He Will Pay You The Recompense (Of Your Deeds In Full), And Will Not Require Of You Your Wealth.""}, {""index"": 910, ""q_src_id"": 885, ""surah"": 47, ""ayah"": 37, ""ayah_en"": ""If He Asks You For This Wealth And Puts You Under Scarcity For That, Then You Will Feel Constrained (At Heart And) Become Miserly. And In This Way, He Will Expose Your (Inner) Rust (Which Results From Worldly Pursuits).""}, {""index"": 910, ""q_src_id"": 885, ""surah"": 47, ""ayah"": 38, ""ayah_en"": ""Remember! You Are Those Who Are Called To Spend In The Way Of Allah. Then There Are Some Of You Who Act Miserly. And Whoever Acts Miserly Does It Only Against Himself. And Allah Is Independent And You (All) Are Dependent. And If You Turn Away From The Command Of Allah, He Will Replace You With Another People Who Will Not Be Like You.""}]"
He is the one who made the Treaty of Hudaybiyyah or the Conquest of Mecca.,"We have certainly granted you, [O Muhammad], a clear victory. What is that clear victory?","Quran Surah 48 Ayah 1:
(O Esteemed Beloved!) Surely, We Decreed For You A Clear Victory (And The Dominance Of Islam So That Your Great Struggle Might Be Completed With Success),","[{""index"": 911, ""q_src_id"": 886, ""surah"": 48, ""ayah"": 1, ""ayah_en"": ""(O Esteemed Beloved!) Surely, We Decreed For You A Clear Victory (And The Dominance Of Islam So That Your Great Struggle Might Be Completed With Success),""}]"
"The Treaty of Hudaybiyyah was concluded, and it was for a truce with the pagans.","What is the name of the pledge that the Muslims took with the Prophet (PBUH), and upon what was it made?","Quran Surah 48 Ayah 10:
(O Beloved!) Indeed, Those Who Pledge Allegiance To You In Fact Pledge Allegiance To Allah Alone. Allah’S Hand Is Over Their Hands (In The Form Of Your Hand). Then Whoever Breaks His Pledge Breaks It Only To His Own Harm. But He Who Fulfils What He Has Promised To Allah, He Will Bless Him With Immense Reward.","[{""index"": 912, ""q_src_id"": 887, ""surah"": 48, ""ayah"": 10, ""ayah_en"": ""(O Beloved!) Indeed, Those Who Pledge Allegiance To You In Fact Pledge Allegiance To Allah Alone. Allah\u2019S Hand Is Over Their Hands (In The Form Of Your Hand). Then Whoever Breaks His Pledge Breaks It Only To His Own Harm. But He Who Fulfils What He Has Promised To Allah, He Will Bless Him With Immense Reward.""}]"
"They feared the harm that Quraysh might inflict upon the Prophet (peace be upon him), and it was not as they claimed, 'We were preoccupied with our wealth and families.'",Why did the Bedouins lag behind in joining the Prophet Muhammad (peace be upon him) in his expedition to Mecca?,"Quran Surah 48 Ayah 11:
Soon The Bedouins Who Lagged Behind (From Participating In Al-Hudaybiya) Will Say To You (Apologetically): ‘Our Money Matters And Families Kept Us Busy. (Therefore, We Missed Your Company.) So Ask Forgiveness For Us From Allah.’ They Utter Such (Words) With Their Tongues That Are Not In Their Hearts. Say: ‘Who Has The Power To Save You Against (The Decision) Of Allah If He Intends To Do You Harm, Or If He Intends To Do You Good? But Allah Is Well Aware Of What You Do.

Quran Surah 48 Ayah 12:
No, In Fact, You Thought That The Messenger (Blessings And Peace Be Upon Him) And The Believers (His Companions) Would Never Return To Their Families Now, And (Your Ill-Commanding Selves) Made That (Thought) Seem To Your Hearts Far Fascinating. And You Imagined A Highly Evil Speculation And Became A People Bound To Perish.’","[{""index"": 913, ""q_src_id"": 888, ""surah"": 48, ""ayah"": 11, ""ayah_en"": ""Soon The Bedouins Who Lagged Behind (From Participating In Al-Hudaybiya) Will Say To You (Apologetically): \u2018Our Money Matters And Families Kept Us Busy. (Therefore, We Missed Your Company.) So Ask Forgiveness For Us From Allah.\u2019 They Utter Such (Words) With Their Tongues That Are Not In Their Hearts. Say: \u2018Who Has The Power To Save You Against (The Decision) Of Allah If He Intends To Do You Harm, Or If He Intends To Do You Good? But Allah Is Well Aware Of What You Do.""}, {""index"": 913, ""q_src_id"": 888, ""surah"": 48, ""ayah"": 12, ""ayah_en"": ""No, In Fact, You Thought That The Messenger (Blessings And Peace Be Upon Him) And The Believers (His Companions) Would Never Return To Their Families Now, And (Your Ill-Commanding Selves) Made That (Thought) Seem To Your Hearts Far Fascinating. And You Imagined A Highly Evil Speculation And Became A People Bound To Perish.\u2019""}]"
"The hypocrites will say, 'If you, O Prophet, and your companions set out for the spoils of Khaybar, which Allah has promised you, let us go with you to Khaybar, intending thereby to change the promise of Allah.' Say to them, 'You will not go out with us to Khaybar, for Allah has already decreed that the spoils of Khaybar belong to those who were present at the Treaty of Hudaybiyyah.' They will say, 'This is not what you say.' Say, 'Rather, Allah has commanded this.' They will say, 'You are preventing us from going out with you from envy that we may share the spoils with you.' But they do not understand a thing about Allah except a little. Say to those who remain behind from the bedouins, 'You will be called to fight a people of great might in battle, or they will submit to you. If you obey Allah and His Messenger, He will grant you a great reward. But if you turn away, as you did when you refused to set out with the Messenger of Allah to Mecca, then you will incur a painful punishment.'","The ones who stayed behind will say, 'When you set out to take spoils, let us follow you.' They want to change the words of Allah. Say, 'You will not follow us. Thus Allah has said before.' They will say, 'Rather, you are envious of us.' But they understand little. Say to the desert Arabs who stayed behind, 'You will be called to fight a people of great might. You will fight them or they will submit. If you obey, Allah will give you a good reward. But if you turn away as you turned away before, He will afflict you with a painful punishment.' Al-Fath (The Victory), verse 15-16. Explain these noble verses.","Quran Surah 48 Ayah 15:
When You Will Set Out To Collect The Spoils (Of Khaybar), Those Who Remained Behind (In The March Towards Al-Hudaybiya) Will Say: ‘Allow Us Also To Follow You.’ They Seek To Alter Allah’S Words. Say: ‘You Shall By No Means Follow Us. Allah Said The Same Beforehand.’ So Now They Will Say: ‘In Fact, You Are Jealous Of Us.’ The Truth Is That They Understand (The Truth) But Little.

Quran Surah 48 Ayah 16:
Say To The Bedouins Lagging Behind: ‘You Will Be Called Up Soon (To Fight) Against A Hard-Hitting, Warring People. Then You Will Fight Them On (For The Promotion Of Peace And Human Dignity), Or They Will Become Muslims. So If You Obey The Command, Allah Will Give You An Excellent Reward. But If You Turn Away As You Did Before, He Will Make You Suffer From An Agonizing Torment.’","[{""index"": 914, ""q_src_id"": 889, ""surah"": 48, ""ayah"": 15, ""ayah_en"": ""When You Will Set Out To Collect The Spoils (Of Khaybar), Those Who Remained Behind (In The March Towards Al-Hudaybiya) Will Say: \u2018Allow Us Also To Follow You.\u2019 They Seek To Alter Allah\u2019S Words. Say: \u2018You Shall By No Means Follow Us. Allah Said The Same Beforehand.\u2019 So Now They Will Say: \u2018In Fact, You Are Jealous Of Us.\u2019 The Truth Is That They Understand (The Truth) But Little.""}, {""index"": 914, ""q_src_id"": 889, ""surah"": 48, ""ayah"": 16, ""ayah_en"": ""Say To The Bedouins Lagging Behind: \u2018You Will Be Called Up Soon (To Fight) Against A Hard-Hitting, Warring People. Then You Will Fight Them On (For The Promotion Of Peace And Human Dignity), Or They Will Become Muslims. So If You Obey The Command, Allah Will Give You An Excellent Reward. But If You Turn Away As You Did Before, He Will Make You Suffer From An Agonizing Torment.\u2019""}]"
"God was pleased with the believers when they pledged allegiance to you, O Prophet, under the tree (and this is the Pledge of Ridwan at Hudaybiyyah). God knows what is in the hearts of these believing men: their faith, sincerity, and loyalty. So, God sent down tranquility upon them, strengthened their hearts, and compensated them for what they missed at the Hudaybiyyah truce with the near victory of Khaybar.","Explain the meaning of the verse: 'Allah was pleased with the believers when they gave their pledge to you under the tree. He knew what was in their hearts, so He sent down tranquility upon them and rewarded them with a nearby victory.' (Quran 48:18)","Quran Surah 48 Ayah 18:
Surely, Allah Was Well Pleased With The Believers When They Pledged Allegiance To You Under The Tree (At Al-Hudaybiya). So The (Passion Of Truth And Fidelity) That Permeated Their Hearts, Allah Had Its Knowledge And Sent Down An Exceptional Calmness And Tranquillity (Into Their Hearts, And Awarded Them The Forthcoming Victory (Of Khaybar),","[{""index"": 915, ""q_src_id"": 890, ""surah"": 48, ""ayah"": 18, ""ayah_en"": ""Surely, Allah Was Well Pleased With The Believers When They Pledged Allegiance To You Under The Tree (At Al-Hudaybiya). So The (Passion Of Truth And Fidelity) That Permeated Their Hearts, Allah Had Its Knowledge And Sent Down An Exceptional Calmness And Tranquillity (Into Their Hearts, And Awarded Them The Forthcoming Victory (Of Khaybar),""}]"
